Average milage of cars per group of cars of the same size in increasing order of mileage;+/-
1083.9031323488512;19.469154677803765
3357.2667388792647;20.450359530859256
5320.3552840359525;12.470529709464367
7258.482060680607;18.877279423105396
9349.87421449988;20.428710726737023
10112.451491443606;8.110650751195234
12466.541477862951;24.133370534751148
15131.739550113933;9.046764411835262
19301.255025761337;29.408647465835834
28620.088859165906;140.95646801943033
